Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude_meters,VpsAltitude(feet),VpsAltitude_meters,Speed(mph),Speed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
1089,206.3,3m 26.3s,39.23048323,-77.25567192,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.801,0.01,3.95,3.947,3.947,3.957,0,0,0,-5.5,-1.2,-154,1024,1024,1684,1024,1024,,,,,
1090,206.4,3m 26.4s,39.23048318,-77.25567194,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.801,0.01,3.95,3.947,3.947,3.957,0,0,0,-5.4,-2.1,-153.9,1024,1024,1684,1024,1024,,,,,
1091,206.5,3m 26.5s,39.23048313,-77.25567198,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.801,0.01,3.95,3.947,3.947,3.957,0,0,0,-4.8,-2.1,-153.9,1024,1024,1684,1024,1024,,,,,
1092,206.6,3m 26.6s,39.2304831,-77.25567199,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.801,0.01,3.95,3.947,3.947,3.957,0,0,0,-4.6,-2.8,-154,1024,1024,1684,1024,1024,,,,,
1093,206.7,3m 26.7s,39.23048309,-77.25567199,P-GPS,271.7,82.8,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.801,0.01,3.95,3.947,3.947,3.957,0,0,0,-4.8,-2.1,-154,1024,1024,1684,1024,1024,,,,,
1094,206.9,3m 26.9s,39.23048306,-77.25567193,P-GPS,271.7,82.8,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.801,0.01,3.95,3.947,3.947,3.957,0,0,0,-6.1,-0.7,-153.9,1024,1024,1684,1024,1024,,,,,
1095,207,3m 27s,39.23048305,-77.25567189,P-GPS,271.7,82.8,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.801,0.01,3.95,3.947,3.947,3.957,0,0,0,-6.4,-0.9,-153.9,1024,1024,1684,1024,1024,,,,,
1096,207.1,3m 27.1s,39.23048303,-77.25567187,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.801,0.01,3.95,3.947,3.947,3.957,0,0,0,-6.2,-1.2,-153.9,1024,1024,1684,1024,1024,,,,,
1097,207.2,3m 27.2s,39.23048301,-77.25567186,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.801,0.01,3.95,3.947,3.947,3.957,0,0,0,-6.2,-1.3,-153.9,1024,1024,1589,1024,1024,,,,,
1098,207.3,3m 27.3s,39.23048301,-77.25567187,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.801,0.01,3.95,3.947,3.947,3.957,0,0,0,-6.3,-1.4,-153.9,1024,1024,1024,1024,1024,,,,,
1099,207.4,3m 27.4s,39.230483,-77.25567188,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.801,0.01,3.95,3.947,3.947,3.957,0,0,0,-6.7,-1.2,-153.9,1024,1024,1024,1024,1024,,,,,
1100,207.5,3m 27.5s,39.23048299,-77.25567193,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.801,0.01,3.95,3.947,3.947,3.957,0,-0.1,0,-6.8,-1.5,-153.8,1024,1024,1024,1024,1024,,,,,
1101,207.7,3m 27.7s,39.23048302,-77.25567209,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.818,0.005,3.953,3.954,3.953,3.958,0,-0.1,0,-5.6,-2.8,-153.9,1024,1024,762,1024,1024,,,,,
1102,207.8,3m 27.8s,39.23048307,-77.25567216,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.818,0.005,3.953,3.954,3.953,3.958,0,-0.1,0,-6.1,-3,-153.9,1024,1024,364,1024,1024,,,,,
1103,207.9,3m 27.9s,39.2304831,-77.25567225,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.818,0.005,3.953,3.954,3.953,3.958,0,-0.1,0,-6.1,-2.9,-153.9,1024,1024,364,1024,1024,,,,,
1104,208.1,3m 28.1s,39.23048323,-77.25567237,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.818,0.005,3.953,3.954,3.953,3.958,0,0,0,-7.5,-3.1,-153.6,1024,1024,364,1024,1024,,,,,
1105,208.2,3m 28.2s,39.23048329,-77.2556724,P-GPS,272.0,82.9,0.0,0.0,0.7,0.3,158.3,48.2,39.23055476,-77.25511997,16,84,15.818,0.005,3.953,3.954,3.953,3.958,0,0,0,-7.6,-2.6,-153.5,1024,1024,364,1024,1024,,,,,
1106,208.3,3m 28.3s,39.23048333,-77.25567246,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.818,0.005,3.953,3.954,3.953,3.958,0,-0.1,0,-6.8,-2.8,-153.6,1024,1024,364,1024,1024,,,,,
1107,208.4,3m 28.4s,39.2304834,-77.25567253,P-GPS,272.0,82.9,0.0,0.0,1.1,0.5,158.3,48.2,39.23055476,-77.25511997,16,84,15.818,0.005,3.953,3.954,3.953,3.958,0,-0.1,0,-6.2,-3.8,-153.7,1024,1024,364,1024,1024,,,,,
1108,208.5,3m 28.5s,39.2304835,-77.25567261,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.3,39.23055476,-77.25511997,16,84,15.818,0.005,3.953,3.954,3.953,3.958,0.1,0,0,-7.4,-4.5,-153.6,1024,1024,364,1024,1024,,,,,
1109,208.7,3m 28.7s,39.23048366,-77.25567266,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.3,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7.5,-4,-153.6,1024,1024,364,1024,1024,,,,,
1110,208.8,3m 28.8s,39.23048371,-77.25567263,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.3,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7.2,-3.8,-153.7,1024,1024,364,1024,1024,,,,,
1111,208.9,3m 28.9s,39.23048376,-77.2556726,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7.6,-3.5,-153.7,1024,1024,364,1024,1024,,,,,
1112,209,3m 29s,39.2304838,-77.25567254,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7.7,-3.3,-153.6,1024,1024,364,1024,1024,,,,,
1113,209.1,3m 29.1s,39.23048383,-77.25567252,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7.6,-3.2,-153.6,1024,1024,364,1024,1024,,,,,
1114,209.2,3m 29.2s,39.23048384,-77.25567249,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7.3,-3.3,-153.6,1024,1024,364,1024,1024,,,,,
1115,209.4,3m 29.4s,39.23048383,-77.25567249,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7,-3.6,-153.7,1024,1024,364,1024,1024,,,,,
1116,209.5,3m 29.5s,39.23048384,-77.25567249,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7.1,-3.5,-153.7,1024,1024,364,1024,1024,,,,,
1117,209.7,3m 29.7s,39.23048385,-77.25567248,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7.1,-3.7,-153.7,1024,1024,1024,1024,1024,,,,,
1118,209.9,3m 29.9s,39.23048383,-77.25567245,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7.2,-3.3,-153.7,1024,1024,1024,1024,1024,,,,,
1119,210.1,3m 30.1s,39.23048382,-77.25567245,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7.3,-3.4,-153.6,1024,1024,1024,1024,1024,,,,,
1120,210.2,3m 30.2s,39.23048382,-77.25567247,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7.5,-3.6,-153.6,1024,1024,1024,1024,1024,,,,,
1121,210.3,3m 30.3s,39.23048382,-77.2556725,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7.2,-3.8,-153.5,1024,1024,1024,1024,1024,,,,,
1122,210.4,3m 30.4s,39.23048381,-77.25567253,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-7,-4,-153.5,1024,1024,1024,1024,1024,,,,,
1123,210.5,3m 30.5s,39.23048379,-77.25567254,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-6.6,-3.9,-153.5,1024,1024,1024,1024,1024,,,,,
1124,210.6,3m 30.6s,39.2304838,-77.25567254,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.789,0.01,3.953,3.945,3.943,3.948,0,0,0,-6.6,-3.7,-153.6,1024,1024,1024,1024,1024,,,,,
1125,210.7,3m 30.7s,39.23048383,-77.25567255,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.802,0.01,3.944,3.951,3.954,3.953,0,0,0,-7.1,-3.8,-153.6,1024,1024,1024,1024,1024,,,,,
1126,210.9,3m 30.9s,39.23048389,-77.25567254,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.802,0.01,3.944,3.951,3.954,3.953,0,0,0,-7.4,-3.5,-153.5,1024,1024,1024,1024,1024,,,,,
1127,211.1,3m 31.1s,39.2304839,-77.2556725,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.802,0.01,3.944,3.951,3.954,3.953,0,0,0,-7.2,-3.6,-153.5,1024,1024,1024,1024,1024,,,,,
1128,211.2,3m 31.2s,39.23048388,-77.25567248,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.802,0.01,3.944,3.951,3.954,3.953,0,0,0,-6.6,-3.7,-153.6,1024,1024,1024,1024,1024,,,,,
1129,211.3,3m 31.3s,39.23048385,-77.25567248,P-GPS,272.0,82.9,0.0,0.0,1.1,0.5,158.3,48.2,39.23055476,-77.25511997,16,84,15.802,0.01,3.944,3.951,3.954,3.953,0,0,0,-6.6,-3.8,-153.7,1024,1024,1024,1024,1024,,,,,
1130,211.4,3m 31.4s,39.23048382,-77.25567247,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.802,0.01,3.944,3.951,3.954,3.953,0,0,0,-6.6,-3.6,-153.6,1024,1024,1024,1024,1024,,,,,
1131,211.5,3m 31.5s,39.23048378,-77.25567246,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.802,0.01,3.944,3.951,3.954,3.953,0,0,0,-6.7,-3.6,-153.6,1024,1024,1024,1024,1024,,,,,
1132,211.6,3m 31.6s,39.23048376,-77.25567246,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.76,0.008,3.937,3.938,3.94,3.945,0,0,0,-6.9,-3.7,-153.6,1024,1024,1024,1024,1024,,,,,
1133,211.7,3m 31.7s,39.23048375,-77.25567248,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.76,0.008,3.937,3.938,3.94,3.945,0,0,0,-7.1,-3.5,-153.6,1024,1024,1024,1024,1024,,,,,
1134,211.8,3m 31.8s,39.23048376,-77.25567247,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.3,48.2,39.23055476,-77.25511997,16,84,15.76,0.008,3.937,3.938,3.94,3.945,0,0,0,-7.4,-3.6,-153.5,1024,1024,1024,1024,1024,,,,,
1135,211.9,3m 31.9s,39.23048376,-77.25567245,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.76,0.008,3.937,3.938,3.94,3.945,0,0,0,-7.1,-3.7,-153.5,1024,1024,1024,1024,1024,,,,,
1136,212,3m 32s,39.23048376,-77.25567241,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.76,0.008,3.937,3.938,3.94,3.945,0,0,0,-6.9,-3.5,-153.6,1024,1024,1024,1024,1024,,,,,
1137,212.2,3m 32.2s,39.23048371,-77.25567231,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.76,0.008,3.937,3.938,3.94,3.945,0,0,0,-7.2,-3.5,-153.7,1024,1024,1024,1024,1024,,,,,
1138,212.3,3m 32.3s,39.23048366,-77.25567223,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.76,0.008,3.937,3.938,3.94,3.945,0,0,0,-7,-2.9,-153.7,1024,1024,1024,1024,1024,,,,,
1139,212.4,3m 32.4s,39.23048361,-77.25567213,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.2,48.2,39.23055476,-77.25511997,16,84,15.76,0.008,3.937,3.938,3.94,3.945,0,0,0,-7,-2.4,-153.7,1024,1024,1024,1024,1024,,,,,
1140,212.5,3m 32.5s,39.23048357,-77.25567204,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.76,0.008,3.937,3.938,3.94,3.945,0,0,0,-6.8,-2.1,-153.7,1024,1024,1024,1024,1024,,,,,
1141,212.6,3m 32.6s,39.23048353,-77.25567193,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.743,0.01,3.932,3.933,3.936,3.942,0,0,0,-6.7,-1.8,-153.7,1024,1024,1024,1024,1024,,,,,
1142,212.7,3m 32.7s,39.23048347,-77.25567183,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.743,0.01,3.932,3.933,3.936,3.942,0,0,0,-7.1,-1.5,-153.7,1024,1024,1024,1024,1024,,,,,
1143,212.8,3m 32.8s,39.23048342,-77.25567176,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.743,0.01,3.932,3.933,3.936,3.942,0,0,0,-6.9,-1.7,-153.7,1024,1024,1024,1024,1024,,,,,
1144,212.9,3m 32.9s,39.23048335,-77.25567171,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.743,0.01,3.932,3.933,3.936,3.942,0,0,0,-6.7,-1.6,-153.7,1024,1024,1024,1024,1024,,,,,
1145,213,3m 33s,39.23048329,-77.25567168,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.743,0.01,3.932,3.933,3.936,3.942,0,0,0,-6.6,-1.5,-153.7,1024,1024,1024,1024,1024,,,,,
1146,213.1,3m 33.1s,39.23048322,-77.25567166,P-GPS,272.0,82.9,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,84,15.743,0.01,3.932,3.933,3.936,3.942,0,0,0,-6.4,-1.6,-153.8,1024,1024,1024,1024,1024,,,,,
1147,214.1,3m 34.1s,39.23048309,-77.2556714,P-GPS,272.3,83.0,0.0,0.0,0.0,0.0,158.0,48.2,39.23055476,-77.25511997,16,83,15.716,0.01,3.926,3.926,3.928,3.936,0,0,0,-7.3,-1.6,-153.8,1024,1024,1024,1024,1024,,,,,Downlink Restored (after 0m 1s)
1148,219.4,3m 39.4s,39.23048439,-77.2556722,P-GPS,271.7,82.8,0.0,0.0,0.0,0.0,158.1,48.2,39.23055476,-77.25511997,16,83,15.774,0.013,3.938,3.94,3.945,3.951,0,0,0,-7.5,-2,-153.6,1024,1024,1024,1024,1024,,,,,Downlink Restored (after 0m 5.3s)
1149,221.7,3m 41.7s,39.23048472,-77.25567082,P-GPS,272.0,82.9,0.0,0.0,0.1,0.0,157.7,48.1,39.23055476,-77.25511997,16,83,15.744,0.012,3.93,3.934,3.938,3.942,0,0,0,-7.7,-1.7,-153.8,1024,1024,1024,1024,1024,,,,,Downlink Restored (after 0m 2.3s)
1150,221.8,3m 41.8s,39.23048473,-77.25567082,P-GPS,272.0,82.9,0.0,0.0,0.1,0.1,157.7,48.1,39.23055476,-77.25511997,16,83,15.744,0.012,3.93,3.934,3.938,3.942,0,0,0,-7.3,-1.9,-153.8,1024,1024,1024,1024,1024,,,,,
1151,221.9,3m 41.9s,39.23048474,-77.25567087,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,157.8,48.1,39.23055476,-77.25511997,16,83,15.744,0.012,3.93,3.934,3.938,3.942,0,0,0,-7.3,-2.5,-153.8,1024,1024,1024,1024,1024,,,,,
1152,222,3m 42s,39.23048476,-77.2556709,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,157.8,48.1,39.23055476,-77.25511997,16,83,15.744,0.012,3.93,3.934,3.938,3.942,0,0,0,-6.3,-3.3,-157.9,1024,1024,1024,1024,1024,,,,,
1153,222.1,3m 42.1s,39.23048478,-77.25567091,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,157.8,48.1,39.23055476,-77.25511997,16,83,15.744,0.012,3.93,3.934,3.938,3.942,0,0,0,-5.9,-3.1,-163.7,1024,1024,1024,1024,1024,,,,,
1154,222.2,3m 42.2s,39.23048483,-77.25567083,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,157.7,48.1,39.23055476,-77.25511997,16,83,15.744,0.012,3.93,3.934,3.938,3.942,0,0,0,-6.5,-1.9,-169.5,1024,1024,1024,1024,1024,,,,,
1155,222.3,3m 42.3s,39.23048487,-77.25567073,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,157.7,48.1,39.23055476,-77.25511997,16,83,15.744,0.012,3.93,3.934,3.938,3.942,0,0,0,-6.9,-0.9,-175.4,1024,1024,1024,1024,1024,,,,,
1156,222.4,3m 42.4s,39.23048494,-77.25567058,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,157.7,48.1,39.23055476,-77.25511997,16,83,15.744,0.012,3.93,3.934,3.938,3.942,0,0,0,-7,0,178.8,1024,1024,1024,1024,1024,,,,,
1157,222.5,3m 42.5s,39.23048501,-77.25567039,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,157.6,48.0,39.23055476,-77.25511997,16,83,15.744,0.012,3.93,3.934,3.938,3.942,0,0.1,0,-7.4,1.3,173.1,1024,1024,1024,1024,1024,,,,,
1158,222.6,3m 42.6s,39.2304851,-77.25567015,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,157.5,48.0,39.23055476,-77.25511997,16,83,15.715,0.005,3.928,3.928,3.927,3.932,0,0.1,0,-7.2,2.2,167.4,1024,1024,1024,1024,1024,,,,,
1159,222.8,3m 42.8s,39.23048525,-77.25566956,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,157.4,48.0,39.23055476,-77.25511997,16,83,15.715,0.005,3.928,3.928,3.927,3.932,0,0.1,0,-5.7,4.1,156.1,1024,1024,1024,1024,1024,,,,,
1160,223,3m 43s,39.2304854,-77.25566893,GPS POI,272.0,82.9,0.0,0.0,0.5,0.2,157.2,47.9,39.23055476,-77.25511997,16,83,15.715,0.005,3.928,3.928,3.927,3.932,0,0.1,0,-5,5.7,144.7,1024,1024,1024,1024,1024,,,,,
1161,223.2,3m 43.2s,39.23048555,-77.25566839,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,157.0,47.9,39.23055476,-77.25511997,16,83,15.715,0.005,3.928,3.928,3.927,3.932,0,0.1,0,-4.1,6.3,133.2,1024,1024,1024,1024,1024,,,,,
1162,223.3,3m 43.3s,39.23048566,-77.25566819,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.9,47.8,39.23055476,-77.25511997,16,83,15.715,0.005,3.928,3.928,3.927,3.932,0,0.1,0,-3.6,6.5,128.4,1024,1024,1024,1024,1024,,,,,
1163,223.4,3m 43.4s,39.23048578,-77.25566798,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.9,47.8,39.23055476,-77.25511997,16,83,15.715,0.005,3.928,3.928,3.927,3.932,0,0,0,-3,6.6,124.9,1024,1024,1024,1024,1024,,,,,
1164,223.5,3m 43.5s,39.23048587,-77.25566781,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.8,47.8,39.23055476,-77.25511997,16,83,15.715,0.005,3.928,3.928,3.927,3.932,0,0,0,-2.8,6.7,122.4,1024,1024,1024,1024,1024,,,,,
1165,223.6,3m 43.6s,39.23048598,-77.25566763,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.8,47.8,39.23055476,-77.25511997,16,83,15.721,0.018,3.927,3.923,3.93,3.941,0,0,0,-2.8,6.9,120.7,1024,1024,1024,1024,1024,,,,,
1166,223.7,3m 43.7s,39.23048609,-77.25566748,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.7,47.8,39.23055476,-77.25511997,16,83,15.721,0.018,3.927,3.923,3.93,3.941,0,0,0,-2.5,7.1,119.5,1024,1024,1024,1024,1024,,,,,
1167,223.8,3m 43.8s,39.2304862,-77.25566732,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.7,47.8,39.23055476,-77.25511997,16,83,15.721,0.018,3.927,3.923,3.93,3.941,0,0,0,-2.1,7.1,118.6,1024,1024,1024,1024,1024,,,,,
1168,223.9,3m 43.9s,39.2304863,-77.2556672,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.6,47.7,39.23055476,-77.25511997,16,83,15.721,0.018,3.927,3.923,3.93,3.941,0,0,0,-1.8,7.2,117.9,1024,1024,1024,1024,1024,,,,,
1169,224,3m 44s,39.23048641,-77.25566707,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.6,47.7,39.23055476,-77.25511997,16,83,15.721,0.018,3.927,3.923,3.93,3.941,0,0,0,-1.3,6.9,117.3,1024,1024,1024,1024,1024,,,,,
1170,224.1,3m 44.1s,39.23048653,-77.255667,GPS POI,272.0,82.9,0.0,0.0,1.1,0.5,156.6,47.7,39.23055476,-77.25511997,16,83,15.721,0.018,3.927,3.923,3.93,3.941,0,0,0,-1.6,6.6,116.9,1024,1024,1024,1024,1024,,,,,
1171,224.2,3m 44.2s,39.23048666,-77.25566692,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.5,47.7,39.23055476,-77.25511997,16,83,15.721,0.018,3.927,3.923,3.93,3.941,0,0,0,-1.8,6.7,116.7,1024,1024,1024,1024,1024,,,,,
1172,224.3,3m 44.3s,39.23048678,-77.25566689,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.5,47.7,39.23055476,-77.25511997,16,83,15.721,0.018,3.927,3.923,3.93,3.941,0,0,0,-1.9,6.7,116.5,1024,1024,1024,1024,1024,,,,,
1173,224.4,3m 44.4s,39.23048689,-77.25566684,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.5,47.7,39.23055476,-77.25511997,16,83,15.721,0.018,3.927,3.923,3.93,3.941,0,0,0,-2,6.8,116.4,1024,1024,1024,1024,1024,,,,,
1174,224.6,3m 44.6s,39.23048709,-77.25566681,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.5,47.7,39.23055476,-77.25511997,16,83,15.706,0.02,3.921,3.921,3.923,3.941,0,0,0,-2.2,6.6,116.2,1024,1024,1024,1024,1024,,,,,
1175,224.7,3m 44.7s,39.23048722,-77.25566683,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.5,47.7,39.23055476,-77.25511997,16,83,15.706,0.02,3.921,3.921,3.923,3.941,0,0,0,-2.4,6.7,116.1,1024,1024,1024,1024,1024,,,,,
1176,224.8,3m 44.8s,39.23048735,-77.25566685,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.5,47.7,39.23055476,-77.25511997,16,83,15.706,0.02,3.921,3.921,3.923,3.941,0,0,0,-2.8,6.6,116,1024,1024,1024,1024,1024,,,,,
1177,224.9,3m 44.9s,39.23048747,-77.2556669,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.5,47.7,39.23055476,-77.25511997,16,83,15.706,0.02,3.921,3.921,3.923,3.941,0,0,0,-2.9,6.5,116,1024,1024,1024,1024,1024,,,,,
1178,225,3m 45s,39.23048758,-77.25566692,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.5,47.7,39.23055476,-77.25511997,16,83,15.706,0.02,3.921,3.921,3.923,3.941,0,0,0,-3,6.6,116,1024,1024,1024,1024,1024,,,,,
1179,225.1,3m 45.1s,39.23048767,-77.25566696,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.5,47.7,39.23055476,-77.25511997,16,83,15.706,0.02,3.921,3.921,3.923,3.941,0,0,0,-3.2,6.8,115.9,1024,1024,1024,1024,1024,,,,,
1180,225.2,3m 45.2s,39.23048773,-77.25566697,GPS POI,272.0,82.9,0.0,0.0,0.0,0.0,156.5,47.7,39.23055476,-77.25511997,16,83,15.706,0.02,3.921,3.921,3.923,3.941,0,0,0,-3.4,6.4,115.9,1024,1024,1024,1024,1024,,,,,
